State,Covered Entity Type,Individuals Affected,Breach Submission Date,Type of Breach,Location of Breached Information,Latitude ,Longitude,Year
WA,Healthcare Provider,756,05/29/2012,Theft,Desktop Computer,,,2012
ND,Health Plan,10000,08/21/2013,Improper Disposal,Desktop Computer,,,2013
CA,Healthcare Provider,3206,08/29/2014,Theft,Desktop Computer,,,2014
AL,Healthcare Provider,20744,03/28/2011,Theft,Desktop Computer,,,2011
MD,Healthcare Provider,1000,12/13/2010,Hacking/IT Incident,Desktop Computer,,,2010
OK,Healthcare Provider,4000,03/13/2015,Hacking/IT Incident,Desktop Computer,,,2015
CA,Business Associate,800,07/18/2013,Hacking/IT Incident,Desktop Computer,,,2013
,Business Associate,10190,07/04/2011,Theft,Desktop Computer,,,2011
IL,Healthcare Provider,2000,08/29/2011,Theft,Desktop Computer,,,2011
FL,Healthcare Provider,1670,01/06/2012,Theft,Desktop Computer,,,2012
NY,Healthcare Provider,6745,04/12/2012,Theft,Desktop Computer,,,2012
MO,Healthcare Provider,10000,09/03/2013,Theft,Desktop Computer,,,2013
FL,Healthcare Provider,7888,11/03/2014,Theft,Desktop Computer,,,2014
CA,,1342,05/19/2015,Theft,Desktop Computer,,,2015
OR,Healthcare Provider,4328,08/20/2010,Theft,Desktop Computer,,,2010
MN,Health Plan,27839,03/21/2014,Loss,Desktop Computer,,,2014
MN,Business Associate,796,03/21/2014,Loss,Desktop Computer,,,2014
MN,Business Associate,1699,03/21/2014,Loss,Desktop Computer,,,2014
MN,Business Associate,715,03/21/2014,Loss,Desktop Computer,,,2014
CA,Health Plan,30000,12/12/2014,Hacking/IT Incident,Desktop Computer,,,2014
PR,Healthcare Provider,1000,12/13/2010,Hacking/IT Incident,Desktop Computer,,,2010
FL,Healthcare Provider,500,01/15/2015,Improper Disposal,Desktop Computer,,,2015
CO,Healthcare Provider,5415,03/14/2014,Other,Desktop Computer,,,2014
MI,Healthcare Provider,646,12/15/2009,Theft,Desktop Computer,,,2009
VA,Healthcare Provider,500,04/29/2010,Theft,Desktop Computer,,,2010
IN,Healthcare Provider,2000,09/15/2010,Theft,Desktop Computer,,,2010
OH,Healthcare Provider,501,01/04/2011,Theft,Desktop Computer,,,2011
MI,Healthcare Provider,656,01/18/2011,Theft,Desktop Computer,,,2011
WA,Healthcare Provider,2367,09/21/2011,Theft,Desktop Computer,,,2011
WA,Healthcare Provider,6000,07/08/2014,Theft,Desktop Computer,,,2014
TX,Business Associate,2000000,09/10/2014,Unauthorized Access/Disclosure,Desktop Computer,,,2014
IL,Healthcare Provider,845,04/25/2011,Hacking/IT Incident,Desktop Computer,,,2011
IL,Healthcare Provider,686,04/25/2011,Hacking/IT Incident,Desktop Computer,,,2011
AZ,Health Plan,9393,04/25/2011,Hacking/IT Incident,Desktop Computer,,,2011
IL,Healthcare Provider,532,04/25/2011,Hacking/IT Incident,Desktop Computer,,,2011
IL,Healthcare Provider,1070,04/25/2011,Hacking/IT Incident,Desktop Computer,,,2011
NY,Health Plan,1020,06/14/2010,Theft,Desktop Computer,,,2010
MT,Healthcare Provider,1900,12/17/2013,Unauthorized Access/Disclosure,Desktop Computer,,,2013
NC,Business Associate,2000,12/11/2009,Theft,Desktop Computer,,,2009
LA,Healthcare Provider,3000,06/15/2015,Theft,Desktop Computer,,,2015
LA,Healthcare Provider,6909,03/01/2015,Unauthorized Access/Disclosure,Desktop Computer,,,2015
FL,Healthcare Provider,9626,06/17/2013,Theft,Desktop Computer,,,2013
FL,Health Plan,500,03/27/2015,Hacking/IT Incident,Desktop Computer,,,2015
NJ,Business Associate,3000,08/28/2011,Theft,Desktop Computer,,,2011
LA,Healthcare Provider,2000,06/28/2011,Theft,Desktop Computer,,,2011
CA,Healthcare Provider,4885,04/28/2015,Unauthorized Access/Disclosure,Desktop Computer,,,2015
WA,Healthcare Provider,2100,04/13/2012,Theft,Desktop Computer,,,2012
OR,Healthcare Provider,3269,03/15/2013,Theft,Desktop Computer,,,2013
FL,Healthcare Provider,686,02/27/2015,Unauthorized Access/Disclosure,Desktop Computer,,,2015
NC,Healthcare Provider,2300,08/09/2010,Hacking/IT Incident,Desktop Computer,,,2010
OK,Healthcare Provider,19200,09/27/2010,Hacking/IT Incident,Desktop Computer,,,2010
MO,Healthcare Provider,800,02/10/2011,Hacking/IT Incident,Desktop Computer,,,2011
WI,Business Associate,3000,09/13/2011,Hacking/IT Incident,Desktop Computer,,,2011
HI,Healthcare Provider,674,11/20/2012,Hacking/IT Incident,Desktop Computer,,,2012
TX,Healthcare Provider,2988,12/31/2012,Hacking/IT Incident,Desktop Computer,,,2012
IN,Healthcare Provider,2723,05/21/2013,Hacking/IT Incident,Desktop Computer,,,2013
MA,Healthcare Provider,1670,06/05/2013,Hacking/IT Incident,Desktop Computer,,,2013
CO,Healthcare Provider,921,08/27/2013,Hacking/IT Incident,Desktop Computer,,,2013
WA,Healthcare Provider,76183,11/27/2013,Hacking/IT Incident,Desktop Computer,,,2013
AL,Health Plan,1100,07/07/2014,Hacking/IT Incident,Desktop Computer,,,2014
TX,Healthcare Provider,1600,01/23/2015,Hacking/IT Incident,Desktop Computer,,,2015
OH,Healthcare Provider,981,05/15/2015,Hacking/IT Incident,Desktop Computer,,,2015
GA,Healthcare Provider,6989,01/03/2014,Loss,Desktop Computer,,,2014
TX,Business Associate,6672,10/24/2011,Loss,Desktop Computer,,,2011
CA,Healthcare Provider,532,02/21/2010,Other,Desktop Computer,,,2010
NM,Healthcare Provider,1900,02/23/2010,Other,Desktop Computer,,,2010
TN,Business Associate,539,05/08/2013,Other,Desktop Computer,,,2013
GA,Healthcare Provider,5000,12/06/2013,Other,Desktop Computer,,,2013
CA,Healthcare Provider,5257,11/20/2009,Theft,Desktop Computer,,,2009
CA,Healthcare Provider,857,11/20/2009,Theft,Desktop Computer,,,2009
CA,Healthcare Provider,6145,11/20/2009,Theft,Desktop Computer,,,2009
CA,Healthcare Provider,952,11/20/2009,Theft,Desktop Computer,,,2009
CA,Healthcare Provider,5166,11/20/2009,Theft,Desktop Computer,,,2009
MO,Healthcare Provider,9309,01/19/2010,Theft,Desktop Computer,,,2010
FL,Healthcare Provider,8000,02/18/2010,Theft,Desktop Computer,,,2010
CA,Healthcare Provider,22012,04/23/2010,Theft,Desktop Computer,,,2010
CO,Business Associate,105470,07/09/2010,Theft,Desktop Computer,,,2010
NY,Healthcare Provider,16820,07/23/2010,Theft,Desktop Computer,,,2010
NY,Healthcare Provider,23753,07/23/2010,Theft,Desktop Computer,,,2010
TX,Healthcare Provider,6873,07/28/2010,Theft,Desktop Computer,,,2010
WA,Healthcare Provider,2698,08/11/2010,Theft,Desktop Computer,,,2010
NY,Healthcare Provider,9000,09/21/2010,Theft,Desktop Computer,,,2010
CA,Healthcare Provider,928,09/29/2010,Theft,Desktop Computer,,,2010
MS,Healthcare Provider,1104,11/08/2010,Theft,Desktop Computer,,,2010
NE,Healthcare Provider,1550,11/12/2010,Theft,Desktop Computer,,,2010
PA,Healthcare Provider,613,11/30/2010,Theft,Desktop Computer,,,2010
NY,Healthcare Provider,542,11/30/2010,Theft,Desktop Computer,,,2010
TX,Healthcare Provider,800,12/07/2010,Theft,Desktop Computer,,,2010
IL,Healthcare Provider,556,12/17/2010,Theft,Desktop Computer,,,2010
WA,Healthcare Clearing House,1250,01/13/2011,Theft,Desktop Computer,,,2011
SC,Health Plan,5596,01/14/2011,Theft,Desktop Computer,,,2011
TN,Healthcare Provider,500,01/28/2011,Theft,Desktop Computer,,,2011
NY,Healthcare Provider,670,03/28/2011,Theft,Desktop Computer,,,2011
CA,Healthcare Provider,514330,03/30/2011,Theft,Desktop Computer,,,2011
WY,Healthcare Provider,15000,04/20/2011,Theft,Desktop Computer,,,2011
PR,Health Plan,32390,05/09/2011,Theft,Desktop Computer,,,2011
PR,Health Plan,24361,05/09/2011,Theft,Desktop Computer,,,2011
,Business Associate,400000,05/27/2011,Theft,Desktop Computer,,,2011
CA,Healthcare Provider,15677,06/16/2011,Theft,Desktop Computer,,,2011
PR,Healthcare Provider,2800,07/13/2011,Theft,Desktop Computer,,,2011
OR,Healthcare Provider,1200,07/29/2011,Theft,Desktop Computer,,,2011
MI,Healthcare Provider,520,10/03/2011,Theft,Desktop Computer,,,2011
MA,Healthcare Provider,14750,10/20/2011,Theft,Desktop Computer,,,2011
CT,Business Associate,1089,10/28/2011,Theft,Desktop Computer,,,2011
AL,Healthcare Provider,943434,11/17/2011,Theft,Desktop Computer,,,2011
WA,Healthcare Provider,3100,01/27/2012,Theft,Desktop Computer,,,2012
CA,Healthcare Provider,4400,04/20/2012,Theft,Desktop Computer,,,2012
CT,Healthcare Provider,925,05/25/2012,Theft,Desktop Computer,,,2012
OR,Healthcare Provider,11136,06/06/2012,Theft,Desktop Computer,,,2012
NY,Healthcare Provider,8488,07/23/2012,Theft,Desktop Computer,,,2012
CA,Healthcare Provider,2300,08/03/2012,Theft,Desktop Computer,,,2012
CA,Healthcare Provider,603,08/15/2012,Theft,Desktop Computer,,,2012
CA,Healthcare Provider,3031,09/17/2012,Theft,Desktop Computer,,,2012
CA,Healthcare Provider,980,10/22/2012,Theft,Desktop Computer,,,2012
MA,Healthcare Provider,615,11/26/2012,Theft,Desktop Computer,,,2012
CT,Healthcare Provider,1749,11/28/2012,Theft,Desktop Computer,,,2012
FL,Healthcare Clearing House,10000,11/29/2012,Theft,Desktop Computer,,,2012
NY,Healthcare Provider,4929,12/14/2012,Theft,Desktop Computer,,,2012
CA,Healthcare Provider,532,01/04/2013,Theft,Desktop Computer,,,2013
IL,Business Associate,8911,01/30/2013,Theft,Desktop Computer,,,2013
AL,Healthcare Provider,2400,02/02/2013,Theft,Desktop Computer,,,2013
NC,Business Associate,1000,02/06/2013,Theft,Desktop Computer,,,2013
SD,Healthcare Provider,8500,02/21/2013,Theft,Desktop Computer,,,2013
CA,Healthcare Provider,109000,02/22/2013,Theft,Desktop Computer,,,2013
OH,Healthcare Provider,1200,03/06/2013,Theft,Desktop Computer,,,2013
NY,Healthcare Provider,1416,04/17/2013,Theft,Desktop Computer,,,2013
UT,Healthcare Provider,700,04/26/2013,Theft,Desktop Computer,,,2013
NC,Healthcare Provider,1580,05/01/2013,Theft,Desktop Computer,,,2013
FL,Healthcare Provider,710,07/19/2013,Theft,Desktop Computer,,,2013
IL,Healthcare Provider,4029530,08/23/2013,Theft,Desktop Computer,,,2013
TX,Healthcare Provider,949,10/22/2013,Theft,Desktop Computer,,,2013
TX,Healthcare Provider,5840,10/28/2013,Theft,Desktop Computer,,,2013
IN,Healthcare Provider,1500,11/26/2013,Theft,Desktop Computer,,,2013
CA,Healthcare Provider,1400,12/23/2013,Theft,Desktop Computer,,,2013
NJ,Healthcare Provider,1411,02/21/2014,Theft,Desktop Computer,,,2014
TX,Healthcare Provider,7500,02/27/2014,Theft,Desktop Computer,,,2014
CA,Healthcare Provider,9861,03/12/2014,Theft,Desktop Computer,,,2014
NH,Healthcare Provider,1208,05/21/2014,Theft,Desktop Computer,,,2014
CA,Healthcare Provider,5845,06/06/2014,Theft,Desktop Computer,,,2014
CA,Healthcare Provider,5471,06/20/2014,Theft,Desktop Computer,,,2014
CA,Healthcare Provider,2780,07/16/2014,Theft,Desktop Computer,,,2014
FL,Healthcare Provider,948,08/26/2014,Theft,Desktop Computer,,,2014
PA,Healthcare Provider,3780,09/05/2014,Theft,Desktop Computer,,,2014
TX,Healthcare Provider,810,10/08/2014,Theft,Desktop Computer,,,2014
CA,Healthcare Provider,1030,01/12/2015,Theft,Desktop Computer,,,2015
,Health Plan,500,04/22/2015,Theft,Desktop Computer,,,2015
PA,Healthcare Provider,1551,05/15/2015,Theft,Desktop Computer,,,2015
CA,Business Associate,1500,11/29/2012,Theft,Desktop Computer,,,2012
MA,Healthcare Provider,942,03/07/2011,Unauthorized Access/Disclosure,Desktop Computer,,,2011
AK,Healthcare Provider,2743,03/03/2012,Unauthorized Access/Disclosure,Desktop Computer,,,2012
NC,Healthcare Provider,9953,06/25/2012,Unauthorized Access/Disclosure,Desktop Computer,,,2012
FL,Healthcare Provider,877,06/11/2013,Unauthorized Access/Disclosure,Desktop Computer,,,2013
TX,Health Plan,21000,07/16/2013,Unauthorized Access/Disclosure,Desktop Computer,,,2013
LA,Healthcare Provider,6994,07/22/2013,Unauthorized Access/Disclosure,Desktop Computer,,,2013
FL,Healthcare Provider,960,10/17/2013,Unauthorized Access/Disclosure,Desktop Computer,,,2013
FL,Healthcare Provider,4400,12/09/2013,Unauthorized Access/Disclosure,Desktop Computer,,,2013
FL,Healthcare Provider,2354,12/23/2013,Unauthorized Access/Disclosure,Desktop Computer,,,2013
NY,Healthcare Provider,26162,05/23/2014,Unauthorized Access/Disclosure,Desktop Computer,,,2014
TX,Healthcare Provider,10604,08/29/2014,Unauthorized Access/Disclosure,Desktop Computer,,,2014
IL,Healthcare Provider,632,05/19/2015,Unauthorized Access/Disclosure,Desktop Computer,,,2015
PR,Healthcare Provider,2621,02/22/2011,Other,Desktop Computer,,,2011
